"","X","species","SVL","count","abu_cat","lat.range","maxGCD_extant","mean_lat","min_lat","Red.List.status","Order","Family","Genus","hab.cat"
"1",1,"Acanthixalus spinosus",35.990796784563,NA,NA,11.474669967,2567.84315199686,-0.455270481408628,-6.3320872233808,"LC","ANURA","HYPEROLIIDAE","Acanthixalus",NA
"2",2,"Acris blanchardi",27.0044422996929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",3,"Acris crepitans",32.2418841410195,236,3,20.238541378,3207.76936307611,34.778537253072,24.580941881761,"LC","ANURA","HYLIDAE","Acris","highlow"
"4",4,"Acris gryllus",23.6426190023636,658,2,12.618308882,1617.87576717189,30.8928182145709,25.6704875694588,"LC","ANURA","HYLIDAE","Acris","highlow"
"5",5,"Adelophryne adiastola",13.480709107602,NA,1,7.22541156200003,957.133987268923,-1.80244393828173,-5.43018245941028,"LC","ANURA","ELEUTHERODACTYLIDAE","Adelophryne",NA
"6",6,"Adelotus brevis",40.7585003936524,NA,NA,14.658639227,1681.37522447835,-27.5773424083455,-34.9210610062629,"NT","ANURA","LIMNODYNASTIDAE","Adelotus","highlow"
"7",7,"Adelphobates castaneoticus",20.5015048768278,NA,3,7.58725533400002,1110.71159395605,-4.89975593198919,-9.99036233702675,"LC","ANURA","DENDROBATIDAE","Adelphobates","low"
"8",8,"Adenomera andreae",26.9959453485254,261,3,27.230100043,3597.71358917472,1.59263355427836,-18.6878920065053,"LC","ANURA","LEPTODACTYLIDAE","Adenomera","low"
"9",9,"Adenomera hylaedactyla",24.7696467113122,NA,3,31.972229392,4824.07783457425,-0.246573613461942,-22.4534978520498,"LC","ANURA","LEPTODACTYLIDAE","Adenomera","highlow"
"10",10,"Adenomera simonstuarti",25.7027560948394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",11,"Adenomus kelaartii",49.9954707297683,NA,2,1.04179059699999,156.929494272007,7.20040929807315,5.75995994810015,"EN","ANURA","BUFONIDAE","Adenomus","highlow"
"12",12,"Afrixalus aureus",21.5040448363265,NA,4,6.57634282199996,785.704850097288,-26.0155892333841,-29.581197089795,"LC","ANURA","HYPEROLIIDAE","Afrixalus","low"
"13",13,"Afrixalus clarkei",22.2915737698274,NA,3,0.361063269999988,156.762678864687,7.45489087293048,7.418900820259,"EN","ANURA","HYPEROLIIDAE","Afrixalus","low"
"14",14,"Afrixalus delicatus",19.2726857841387,NA,1,30.063465336,3573.75133939332,-13.3698545853191,-28.7116938562319,"LC","ANURA","HYPEROLIIDAE","Afrixalus","low"
"15",15,"Afrixalus dorsalis",26.9914958185889,108,3,22.782780338,3859.42866496076,1.85190470629167,-13.9433120668307,"LC","ANURA","HYPEROLIIDAE","Afrixalus","low"
"16",16,"Afrixalus dorsimaculatus",22.5015911216568,NA,3,0.838348313999973,157.192236268253,-5.64113566865951,-4.41719784365967,"EN","ANURA","HYPEROLIIDAE","Afrixalus","low"
"17",17,"Afrixalus enseticola",23.7528110302053,NA,3,2.245945963,455.297999707855,6.97178869641291,6.38672042829916,"VU","ANURA","HYPEROLIIDAE","Afrixalus","low"
"18",18,"Afrixalus equatorialis",32.029226916586,NA,NA,6.87108285599999,1358.27836819182,-0.528151575687203,-4.40651472304016,"LC","ANURA","HYPEROLIIDAE","Afrixalus","low"
"19",19,"Afrixalus fornasini",35.0063149632467,NA,1,28.436299634,3393.81379033823,-16.7957648751639,-32.0063536755182,"LC","ANURA","HYPEROLIIDAE","Afrixalus","low"
"20",20,"Afrixalus fulvovittatus",27.9966189727513,NA,3,3.90374519100004,989.600724050333,8.59626652274656,5.06109221559018,"LC","ANURA","HYPEROLIIDAE","Afrixalus","low"
"21",21,"Afrixalus knysnae",24.9931485889526,NA,3,0.261358049000023,92.2913059528206,-33.1640654365834,-33.2110518483818,"EN","ANURA","HYPEROLIIDAE","Afrixalus","low"
"22",22,"Afrixalus lacteus",25.642098424579,17,1,0.318112074999988,9.50453877449036e-05,5.15509819256142,4.20838077025488,"EN","ANURA","HYPEROLIIDAE","Afrixalus","highlow"
"23",23,"Afrixalus laevis",25.0019727799157,NA,1,10.926216146,2586.63944548233,1.6180168026861,-3.89815853482112,"LC","ANURA","HYPEROLIIDAE","Afrixalus","highlow"
"24",24,"Afrixalus leucostictus",29.999091911274,NA,NA,5.68402299300004,1112.80403792838,-1.55375478734747,-4.31918194431812,"LC","ANURA","HYPEROLIIDAE","Afrixalus","low"
"25",25,"Afrixalus morerei",21.9914174252609,NA,2,1.0726348,156.572398653226,-8.15138502020389,-7.94734689015895,"VU","ANURA","HYPEROLIIDAE","Afrixalus","low"
"26",26,"Afrixalus nigeriensis",31.8993733295985,NA,4,3.64704378099998,1909.46107510394,5.46063013202639,4.52965356096625,"NT","ANURA","HYPEROLIIDAE","Afrixalus","low"
"27",27,"Afrixalus orophilus",23.2516303348588,NA,4,4.39858879499997,351.999462198898,-2.43850251363348,-3.19217908935621,"LC","ANURA","HYPEROLIIDAE","Afrixalus","low"
"28",28,"Afrixalus osorioi",31.2654383756686,NA,3,16.226507175,2902.37702945033,-6.01091668831731,-13.1535749661364,"LC","ANURA","HYPEROLIIDAE","Afrixalus","low"
"29",29,"Afrixalus paradorsalis",32.2842983581219,NA,3,7.36717733700004,1025.2715576886,2.89619269456843,-1.19801238719374,"LC","ANURA","HYPEROLIIDAE","Afrixalus","low"
"30",30,"Afrixalus septentrionalis",20.2416605977667,NA,3,2.83331402499999,400.988894311898,-2.52701091190631,-4.76325688263401,"LC","ANURA","HYPEROLIIDAE","Afrixalus","low"
"31",31,"Afrixalus spinifrons",21.4983385818219,NA,3,4.36876064899997,675.891236486036,-31.2292058963923,-32.1772295038961,"LC","ANURA","HYPEROLIIDAE","Afrixalus","low"
"32",32,"Afrixalus stuhlmanni",19.4965296933427,NA,3,4.778089421,567.449410818834,-8.08552137429797,-9.84207912744954,"LC","ANURA","HYPEROLIIDAE","Afrixalus","low"
"33",33,"Afrixalus sylvaticus",21.1503983778739,NA,2,2.79685012099998,351.871155717805,-6.04481814503118,-6.28295621765777,"VU","ANURA","HYPEROLIIDAE","Afrixalus","low"
"34",34,"Afrixalus uluguruensis",24.807850037762,NA,3,4.55405862500004,497.094587661811,-6.1333129122667,-8.25496079910546,"VU","ANURA","HYPEROLIIDAE","Afrixalus","highlow"
"35",35,"Afrixalus vibekensis",22.9923657719325,NA,1,2.121186819,671.506923474255,7.33204682952635,5.94326443295926,"NT","ANURA","HYPEROLIIDAE","Afrixalus","low"
"36",36,"Afrixalus weidholzi",20.5005429945746,NA,4,11.092938189,5412.77053171495,8.15454938312722,2.53691978305578,"LC","ANURA","HYPEROLIIDAE","Afrixalus","low"
"37",37,"Afrixalus wittei",33.0099095840054,NA,3,13.014853235,1546.77987512807,-10.8264971853601,-17.2234408719465,"LC","ANURA","HYPEROLIIDAE","Afrixalus","low"
"38",38,"Agalychnis annae",74.7912272425462,NA,3,0.903083500999969,109.632569857115,9.83283713090289,9.36507293792442,"EN","ANURA","PHYLLOMEDUSIDAE","Agalychnis","highlow"
"39",39,"Agalychnis callidryas",59.2470932925446,10,3,14.098352909,2471.88109924228,13.2016477562578,7.33185170752928,"LC","ANURA","PHYLLOMEDUSIDAE","Agalychnis","low"
"40",40,"Agalychnis lemur",40.8081166541064,NA,3,3.12885748299999,939.60519183542,10.1360323138322,8.51766314227134,"CR","ANURA","PHYLLOMEDUSIDAE","Agalychnis","highlow"
"41",41,"Agalychnis moreletii",63.9984318034444,17,1,5.57902069800002,1153.60960743548,15.4992375864144,13.8196300202608,"CR","ANURA","PHYLLOMEDUSIDAE","Agalychnis","low"
"42",42,"Agalychnis saltator",52.1513814079063,2,3,6.23817912600003,786.799069131508,10.9406193566489,9.32655173495412,"LC","ANURA","PHYLLOMEDUSIDAE","Agalychnis","low"
"43",43,"Agalychnis spurrelli",67.7992210651049,3,1,9.90522108699997,1296.49756010784,6.0884212397207,0.24064849043265,"LC","ANURA","PHYLLOMEDUSIDAE","Agalychnis","low"
"44",44,"Aglyptodactylus laticeps",51.0014314386714,NA,3,3.91180420000001,111.323871569685,-18.6764117791439,-18.9832130007632,"VU","ANURA","MANTELLIDAE","Aglyptodactylus","low"
"45",45,"Aglyptodactylus madagascariensis",53.0057894420344,NA,4,12.181205906,1156.47642158225,-18.7170666652707,-24.8964316964708,"LC","ANURA","MANTELLIDAE","Aglyptodactylus","low"
"46",46,"Aglyptodactylus securifer",34.9994381321501,2,3,9.60167373899998,1338.94812892938,-14.9052725396536,-21.6393281069584,"LC","ANURA","MANTELLIDAE","Aglyptodactylus","highlow"
"47",47,"Alexteroon hypsiphonus",26.0027114461735,NA,3,10.807215687,1269.14900722033,-1.02536259043067,-4.02547218985856,"LC","ANURA","HYPEROLIIDAE","Alexteroon","highlow"
"48",48,"Alexteroon jynx",23.78338163123,NA,NA,0.139400239999986,0,4.72353502825316,4.53822934245691,"CR","ANURA","HYPEROLIIDAE","Alexteroon","highlow"
"49",49,"Alexteroon obstetricans",28.4902535652462,NA,3,8.34183958099999,1026.28908603229,2.7955125876618,-2.48048912998289,"LC","ANURA","HYPEROLIIDAE","Alexteroon","highlow"
"50",50,"Allobates brunneus",17.2028674287535,NA,3,20.957761108,2438.40560926015,4.44894498488661,-14.2991697793081,"LC","ANURA","AROMOBATIDAE","Allobates","low"
"51",51,"Allobates chalcopis",17.3053308626171,NA,3,0.0189046740000549,9.50453877449036e-05,15.0517934064381,14.0375963449106,"VU","ANURA","AROMOBATIDAE","Allobates","highlow"
"52",52,"Allobates femoralis",34.9986646459531,8,3,22.571116882,4127.976823863,-1.06070563808936,-15.7317486236058,"LC","ANURA","AROMOBATIDAE","Allobates","low"
"53",53,"Allobates flaviventris",19.6022409549169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",54,"Allobates marchesianus",26.4013030860713,NA,3,15.610617091,3061.3096380975,-7.31322273093418,-12.9597175082378,"LC","ANURA","AROMOBATIDAE","Allobates","low"
"55",55,"Allobates myersi",30.4965209751623,NA,1,4.83787131700001,599.442781325024,-0.0640086545795202,-3.56697523631155,"LC","ANURA","AROMOBATIDAE","Allobates","highlow"
"56",56,"Allobates ornatus",17.7069193258975,NA,NA,0.132565798999963,111.323871569726,-7.04028780711385,-6.42754074295983,"DD","ANURA","AROMOBATIDAE","Allobates","highlow"
"57",57,"Allobates talamancae",24.4918153562909,NA,3,10.891077859,1343.71155697097,7.83010071443456,0.077633507642895,"LC","ANURA","AROMOBATIDAE","Allobates","highlow"
"58",58,"Allophryne resplendens",28.4079030565778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",59,"Allophryne ruthveni",26.7554779099533,2,3,19.296618586,2468.23239592678,1.11838031025624,-10.3216070189141,"LC","ANURA","ALLOPHRYNIDAE","Allophryne","low"
"60",60,"Alsodes hugoi",70.7068562967843,NA,1,0.133794212999987,0.000134414476389852,-36.1322115438366,-34.9557478308119,"DD","ANURA","ALSODIDAE","Alsodes","highlow"
"61",61,"Alsodes norae",46.0065722563444,NA,NA,0.0211929060000102,9.50453877449036e-05,-40.1672289770469,-40.40152817294,"DD","ANURA","ALSODIDAE","Alsodes","highlow"
"62",62,"Altiphrynoides malcolmi",26.4979983387422,NA,3,0.361582876999989,9.50453877449036e-05,6.97566095892569,5.93582579515874,"EN","ANURA","BUFONIDAE","Altiphrynoides",NA
"63",63,"Alytes cisternasii",37.5644564424735,NA,3,5.09219999999999,653.941541206651,37.3904179347691,36.6280978784151,"NT","ANURA","ALYTIDAE","Alytes","highlow"
"64",64,"Alytes dickhilleni",47.1682443063473,NA,1,1.99869999999999,287.375372040871,37.3859520361591,36.3900863772817,"VU","ANURA","ALYTIDAE","Alytes","low"
"65",65,"Alytes maurus",45.0042171888892,NA,3,2.31270000000001,240.594456135771,34.0399978892754,33.7116476459242,"NT","ANURA","ALYTIDAE","Alytes","highlow"
"66",66,"Alytes muletensis",35.1787942056078,NA,NA,0.32525573800001,85.2785859756906,40.2205546638771,40.3462807977758,"VU","ANURA","ALYTIDAE","Alytes","highlow"
"67",67,"Alytes obstetricans",47.3082498803316,NA,3,14.6683,2115.21446646335,46.0267834223357,38.0182151834294,"LC","ANURA","ALYTIDAE","Alytes","highlow"
"68",68,"Amazophrynella minuta",17.9957817124389,NA,1,22.788551028,3584.38617309096,0.708959639824568,-16.5908910235204,"LC","ANURA","BUFONIDAE","Amazophrynella","highlow"
"69",69,"Ameerega altamazonica",21.5023026263295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",70,"Ameerega parvula",20.7903940022644,NA,3,3.77922809,809.954850964549,-1.56568674756214,-3.7527241483517,"LC","ANURA","DENDROBATIDAE","Ameerega","highlow"
"71",71,"Ameerega silverstonei",40.5912713796599,NA,NA,2.47930427799997,222.647743139366,-8.72163985531696,-8.42879937633872,"EN","ANURA","DENDROBATIDAE","Ameerega","highlow"
"72",72,"Ameerega trivittata",46.0071832348034,1,3,20.279933939,3488.02967547938,-0.515488614489891,-12.3867115479894,"LC","ANURA","DENDROBATIDAE","Ameerega","low"
"73",73,"Amietia angolensis",90.0020340266218,1,4,49.268240427,5814.9487491009,-25.0748687754744,-35.0874397727102,"LC","ANURA","PYXICEPHALIDAE","Amietia","highlow"
"74",74,"Amietia johnstoni",44.9975150511321,NA,3,0.169313899000031,0,-15.148644924704,-16.3711680136435,"EN","ANURA","PYXICEPHALIDAE","Amietia","highlow"
"75",75,"Amietia tenuoplicata",71.9952732317383,NA,3,0.353789876000008,0,-5.132163824,-4.76016527488828,"NT","ANURA","PYXICEPHALIDAE","Amietia","highlow"
"76",76,"Amietia vandijki",54.993780405689,NA,3,0.731716306999999,216.473062654527,-34.0115312054923,-33.0990443224832,"LC","ANURA","PYXICEPHALIDAE","Amietia","highlow"
"77",77,"Amietia viridireticulata",64.9959959999192,NA,NA,2.709623034,399.683128376287,-9.40292134063318,-10.6560454929434,"DD","ANURA","PYXICEPHALIDAE","Amietia","highlow"
"78",78,"Amietophrynus blanfordii",42.9922974016424,NA,NA,8.34486681999999,1518.39564448922,12.2671805831346,7.00784354701638,NA,NA,NA,NA,NA
"79",79,"Amietophrynus brauni",81.3086493823444,NA,NA,3.92286407600005,248.736011094884,-5.60786453632105,-6.53622041219845,NA,NA,NA,NA,NA
"80",80,"Amietophrynus channingi",115.505478511802,NA,NA,7.16352285400001,810.409631245134,-2.74251566436817,-3.96102708935738,NA,NA,NA,NA,NA
"81",81,"Amietophrynus chudeaui",12.5053118618391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",82,"Amietophrynus fuliginatus",52.5027413055301,NA,NA,7.16412119699999,1044.58126645405,-11.0404863970071,-14.0847891137004,NA,NA,NA,NA,NA
"83",83,"Amietophrynus garmani",115.004605605206,35,NA,41.750005016,4946.77448802835,-17.4955777255176,-29.2793543148786,NA,NA,NA,NA,NA
"84",84,"Amietophrynus gracilipes",37.0043768862775,NA,NA,10.508135153,2453.08383876052,-0.0377041260671329,-3.88405822467059,NA,NA,NA,NA,NA
"85",85,"Amietophrynus gutturalis",120.001499718758,23,NA,33.367595175,4962.17418759308,-13.8613505382566,-32.1800177453645,NA,NA,NA,NA,NA
"86",86,"Amietophrynus kassasii",36.2949507112848,NA,NA,7.08178883300002,832.582068059031,30.1318503948403,23.912537062522,NA,NA,NA,NA,NA
"87",87,"Amietophrynus latifrons",73.0062078630365,NA,NA,11.766765652,1407.89036781192,-0.991982425523602,-5.28070112928748,NA,NA,NA,NA,NA
"88",88,"Amietophrynus maculatus",48.2957553827064,37,NA,38.956120217,6522.48914117132,-5.87185598618547,-28.2061437684111,NA,NA,NA,NA,NA
"89",89,"Amietophrynus mauritanicus",141.006039339886,NA,NA,9.63980000000004,2456.932440577,35.7430823502251,26.9648551941291,NA,NA,NA,NA,NA
"90",90,"Amietophrynus pantherinus",121.994930296014,NA,NA,0.914244028000041,214.612118922016,-34.0970845402537,-35.4908152850531,NA,NA,NA,NA,NA
"91",91,"Amietophrynus reesi",59.9941319485288,NA,NA,0.379331546000003,111.323871569644,-7.69164013726264,-9.60412868233398,NA,NA,NA,NA,NA
"92",92,"Amietophrynus regularis",88.302052974063,NA,NA,40.139305811,7194.39177992431,9.49097298802337,-8.07086887160316,NA,NA,NA,NA,NA
"93",93,"Amietophrynus superciliaris",39.0054055553954,NA,NA,9.46645292799997,4411.64628345796,2.99639878963792,-1.15939742941409,NA,NA,NA,NA,NA
"94",94,"Amietophrynus xeros",69.9964058528468,NA,NA,37.661407059,7404.50078207866,9.66556569719988,-10.5002355639637,NA,NA,NA,NA,NA
"95",95,"Amolops bellulus",56.7011091951141,NA,1,1.92943176900002,243.739417486147,27.6033910050507,26.4070346409082,"DD","ANURA","RANIDAE","Amolops","highlow"
"96",96,"Amolops caelumnoctis",78.492846076875,NA,1,0.123635901,0,23.3442363028787,21.8854365743883,"DD","ANURA","RANIDAE","Amolops","highlow"
"97",97,"Amolops cremnobatus",33.0030179354502,NA,3,2.76826750000004,478.42901249917,19.3485177793605,17.4129613597319,"LC","ANURA","RANIDAE","Amolops","highlow"
"98",98,"Amolops hainanensis",76.5089951123763,NA,3,1.08019346899999,153.420490240319,18.6414526203685,17.7665029362589,"EN","ANURA","RANIDAE","Amolops","highlow"
"99",99,"Amolops larutensis",35.9904770483822,514,3,5.13065498999998,711.874036787829,4.56758540148597,0.822092628423124,"LC","ANURA","RANIDAE","Amolops","highlow"
"100",100,"Amolops loloensis",72.0003298489144,NA,NA,2.858284384,243.002590523089,29.6243922338802,26.6946429428644,"VU","ANURA","RANIDAE","Amolops","highlow"
"101",101,"Amolops mantzorum",63.8917054671049,NA,4,6.94377000399999,831.587508877103,29.9982207636637,26.0404363971017,"LC","ANURA","RANIDAE","Amolops","highlow"
"102",102,"Amolops marmoratus",58.9916120876838,NA,1,12.887561403,2186.81354786899,25.5382536947193,15.7539765205979,"LC","ANURA","RANIDAE","Amolops","highlow"
"103",103,"Amolops monticola",53.0012091912748,NA,3,4.67527971100003,1199.77015230612,26.8807024844237,24.7436617603153,"LC","ANURA","RANIDAE","Amolops","highlow"
"104",104,"Amolops panhai",42.7983892964944,NA,NA,4.80500198700003,567.123383786745,11.9071193002626,10.8877557768486,"LC","ANURA","RANIDAE","Amolops","highlow"
"105",105,"Anaxyrus americanus",69.8885358381551,325,3,26.314885523,4051.97285943848,45.7037180304451,30.8611625205539,"LC","ANURA","BUFONIDAE","Anaxyrus","low"
"106",106,"Anaxyrus baxteri",53.9949715893762,NA,3,0.120119224999996,0,40.4378778929216,41.7148042440973,"EW","ANURA","BUFONIDAE","Anaxyrus","low"
"107",107,"Anaxyrus boreas",87.2913174759364,NA,3,33.228008549,4299.99938520979,50.2790244188723,30.3348730905168,"LC","ANURA","BUFONIDAE","Anaxyrus","highlow"
"108",108,"Anaxyrus californicus",65.4929030443775,NA,NA,7.35114412300004,1081.48550673578,30.2724070345233,29.1378207356483,"EN","ANURA","BUFONIDAE","Anaxyrus","highlow"
"109",109,"Anaxyrus canorus",53.9910235976754,NA,NA,1.84539714700003,239.301698152643,36.8257921852367,36.5894695526361,"EN","ANURA","BUFONIDAE","Anaxyrus","highlow"
"110",110,"Anaxyrus cognatus",78.4943058843771,86,3,28.839932623,3366.73997188253,39.1494136685405,22.4453479279578,"LC","ANURA","BUFONIDAE","Anaxyrus","low"
"111",111,"Anaxyrus debilis",45.2967369532259,160,3,17.523560629,1913.93144653825,30.096125795735,20.9163476486132,"LC","ANURA","BUFONIDAE","Anaxyrus","highlow"
"112",112,"Anaxyrus exsul",50.9970379652362,NA,NA,0.116331389000038,0,38.2083978785972,36.7080146167055,"VU","ANURA","BUFONIDAE","Anaxyrus","low"
"113",113,"Anaxyrus fowleri",73.0078694998147,21,3,16.866188762,2680.10684699528,37.2050211969758,28.6601981321163,"LC","ANURA","BUFONIDAE","Anaxyrus","low"
"114",114,"Anaxyrus hemiophrys",64.9978032137034,NA,NA,18.474666944,2373.47017717386,52.015605826376,42.7272525876947,"LC","ANURA","BUFONIDAE","Anaxyrus","highlow"
"115",115,"Anaxyrus houstonensis",61.7974876649678,67,NA,2.34854815799997,347.466997986631,29.8044344233615,28.6821373014338,"EN","ANURA","BUFONIDAE","Anaxyrus",NA
"116",116,"Anaxyrus kelloggi",34.4946012559859,NA,3,8.98578142999997,1283.56901971723,25.4053767636568,20.4557838107273,"LC","ANURA","BUFONIDAE","Anaxyrus","highlow"
"117",117,"Anaxyrus microscaphus",66.0099661531113,NA,4,6.81627386400004,1049.35490235586,35.3728397806535,31.5165567050129,"LC","ANURA","BUFONIDAE","Anaxyrus","highlow"
"118",118,"Anaxyrus nelsoni",81.306606457755,NA,NA,0.158280262999995,0,37.8580151496957,36.0324415342137,"EN","ANURA","BUFONIDAE","Anaxyrus","low"
"119",119,"Anaxyrus punctatus",57.0044832846383,NA,3,19.540722702,2558.22785716012,31.3989676263037,20.2018838028423,"LC","ANURA","BUFONIDAE","Anaxyrus","highlow"
"120",120,"Anaxyrus quercicus",25.0083432238456,11,3,12.293708758,1592.87609953453,30.6383863123547,24.6803871903568,"LC","ANURA","BUFONIDAE","Anaxyrus","low"
"121",121,"Anaxyrus retiformis",45.2911675531045,NA,2,4.42691425200002,588.709575955845,30.5089486977635,29.1567344819568,"LC","ANURA","BUFONIDAE","Anaxyrus","highlow"
"122",122,"Anaxyrus speciosus",68.8097484286036,NA,3,14.498648839,1713.74751398947,28.2562071127552,21.8974697524682,"LC","ANURA","BUFONIDAE","Anaxyrus","highlow"
"123",123,"Anaxyrus terrestris",65.0055009159539,1223,3,12.958719762,1617.87576717189,30.9405905838207,24.3045353636146,"LC","ANURA","BUFONIDAE","Anaxyrus","highlow"
"124",124,"Anaxyrus woodhousii",90.8093082599947,437,NA,24.663187312,3365.65931459279,35.1248038586294,23.6260067081638,"LC","ANURA","BUFONIDAE","Anaxyrus","highlow"
"125",125,"Andinobates bombetes",18.0016818795726,NA,3,1.39649605199997,157.192236268253,3.80126857910873,4.41540277477354,"EN","ANURA","DENDROBATIDAE","Andinobates",NA
"126",126,"Andinobates cassidyhornae",18.9963438201416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",127,"Andinobates daleswansoni",18.7928792240331,NA,3,0.313184476999993,111.323871569685,4.9004772843346,4.80792962253094,"VU","ANURA","DENDROBATIDAE","Andinobates",NA
"128",128,"Andinobates dorisswansonae",17.5055438655429,NA,3,0.0587987819999967,0,5.97537841647863,4.61441856974736,"VU","ANURA","DENDROBATIDAE","Andinobates",NA
"129",129,"Andinobates fulguritus",14.9977321539214,NA,3,5.82030817499998,647.96594897958,4.88472552681196,3.63493191882968,"LC","ANURA","DENDROBATIDAE","Andinobates",NA
"130",130,"Andinobates tolimensis",18.1981742966501,NA,1,0.0551692099999741,0,5.72387438020979,5.92404579397291,"VU","ANURA","DENDROBATIDAE","Andinobates",NA
"131",131,"Andinobates virolinensis",16.8050238410709,NA,3,1.247062336,248.653019600888,5.25507428153639,4.96780013922602,"EN","ANURA","DENDROBATIDAE","Andinobates","highlow"
"132",132,"Anhydrophryne ngongoniensis",18.0061566240853,NA,1,0.662423803000024,111.323871569685,-31.1791523988255,-31.1467543538846,"EN","ANURA","PYXICEPHALIDAE","Anhydrophryne",NA
"133",133,"Anhydrophryne rattrayi",22.0092745531816,NA,1,1.54743382800001,357.771259462652,-31.949897038357,-33.3943263945542,"VU","ANURA","PYXICEPHALIDAE","Anhydrophryne",NA
"134",134,"Anodonthyla boulengerii",21.0050369213196,NA,NA,9.65321117100001,1156.47642158225,-17.6720489002216,-25.2421682666242,NA,NA,NA,NA,NA
"135",135,"Anodonthyla montana",33.0049603322195,NA,3,0.328738643999998,0,-22.6414959829762,-23.311715044193,"VU","ANURA","MICROHYLIDAE","Anodonthyla","low"
"136",136,"Anodonthyla moramora",15.5021463475283,NA,3,0.364640000000009,103.929618083851,-20.4112721716398,-22.0180011010729,"EN","ANURA","MICROHYLIDAE","Anodonthyla",NA
"137",137,"Anodonthyla nigrigularis",22.5045928958524,NA,3,0.649514269999997,111.323871569726,-24.5862682936531,-25.0914625222422,"EN","ANURA","MICROHYLIDAE","Anodonthyla",NA
"138",138,"Anodonthyla rouxae",26.4013778485404,NA,1,0.129567199999997,0,-23.7762320491858,-23.8667879010551,"EN","ANURA","MICROHYLIDAE","Anodonthyla",NA
"139",139,"Anomaloglossus moffetti",26.9034571577981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",140,"Anomaloglossus parkerae",21.7024309754092,NA,3,0.320992527999977,110.714012399039,5.57000771155581,5.11766388457268,"DD","ANURA","AROMOBATIDAE","Anomaloglossus","highlow"
"141",141,"Anomaloglossus roraima",17.8001410279702,NA,NA,0.180179691999967,0,5.70289833603427,6.07534779760987,"DD","ANURA","AROMOBATIDAE","Anomaloglossus",NA
"142",142,"Anomaloglossus stepheni",18.0019995003706,NA,3,1.76646498299999,314.767541982998,-2.10700708073082,-2.12873865131289,"LC","ANURA","AROMOBATIDAE","Anomaloglossus",NA
"143",143,"Anotheca spinosa",71.501397499796,NA,1,9.92124916799997,1998.80584099091,15.1675320296751,7.86555082602426,"LC","ANURA","HYLIDAE","Anotheca",NA
"144",144,"Ansonia endauensis",23.0020672312612,NA,NA,0.0531112669999629,111.323871569726,1.85377730024446,3.02252851938829,"DD","ANURA","BUFONIDAE","Ansonia","highlow"
"145",145,"Ansonia inthanon",23.6901609055651,NA,1,4.27750864699999,457.838165572869,14.2729013657721,14.1098695098981,"DD","ANURA","BUFONIDAE","Ansonia","highlow"
"146",146,"Ansonia jeetsukumarani",22.5961018484132,NA,1,1.73525017200001,111.323871569685,5.52843632660359,3.94637700848281,"DD","ANURA","BUFONIDAE","Ansonia","highlow"
"147",147,"Ansonia latirostra",27.1044390713936,NA,4,0.107024121999984,111.052685354841,3.52263890381902,3.20356410039589,"DD","ANURA","BUFONIDAE","Ansonia","highlow"
"148",148,"Ansonia thinthinae",28.794830113193,NA,NA,0.230176837999977,0,14.1133498965613,14.4752131101303,"EN","ANURA","BUFONIDAE","Ansonia","highlow"
"149",149,"Aplastodiscus callipygius",45.49317863042,NA,3,1.10213987399999,204.946739448725,-22.6933491757418,-22.8931539576501,"LC","ANURA","HYLIDAE","Aplastodiscus","highlow"
"150",150,"Aplastodiscus leucopygius",39.9982775673084,NA,4,3.68050818,932.61000905129,-24.0455058850042,-24.2686092459224,"LC","ANURA","HYLIDAE","Aplastodiscus","highlow"
"151",151,"Arenophryne rotunda",29.7902957038116,NA,3,2.18897028200001,348.509225574853,-25.8907061729633,-28.5091530013084,"LC","ANURA","MYOBATRACHIDAE","Arenophryne",NA
"152",152,"Argenteohyla siemersi",69.9914697736921,NA,1,7.44484454399998,914.686182152797,-34.365235531511,-34.6525060893409,"EN","ANURA","HYLIDAE","Argenteohyla","highlow"
"153",153,"Arlequinus krebsi",27.4957917670999,NA,1,0.986344508999991,157.192236268224,3.67678107411911,3.74679470730945,"EN","ANURA","HYPEROLIIDAE","Arlequinus","low"
"154",154,"Aromobates nocturnus",62.0092733967677,NA,1,0.203646790999983,9.50453877449036e-05,10.6083646266338,8.60934949006885,"CR","ANURA","AROMOBATIDAE","Aromobates","highlow"
"155",155,"Arthroleptella drewesii",14.9984209402651,NA,1,0.0834651940000413,0,-33.725171028059,-33.966180890426,"NT","ANURA","PYXICEPHALIDAE","Arthroleptella","highlow"
"156",156,"Arthroleptella landdrosia",15.0012253554026,NA,1,0.532297826999979,0,-34.2230688788055,-34.3863599550538,"NT","ANURA","PYXICEPHALIDAE","Arthroleptella",NA
"157",157,"Arthroleptella lightfooti",18.9950883127609,NA,3,0.436032159000035,0.000134414476389852,-33.3316007751279,-33.7574581300281,"NT","ANURA","PYXICEPHALIDAE","Arthroleptella","highlow"
