"","species","order","mni_max","spec_max","mni_pred_max","lat_range","gcd","grid_cells","ma_range","asl_pred","svl","mean_lat","min_lat","hab.cat.b","habitat_width","hab_w_boot","family","genus","complete_case","abu_cat"
"170","Labyrinthodon panchetensis","Temnospondyli",NA,NA,NA,0,23.071988710563,1,0,NA,NA,-49.0602142474072,-48.1517311184125,"low",1,1,"Stereospondyli","Labyrinthodon",FALSE,NA
"171","Laccotriton subsolanus","Urodela",100,100,100,0,60.4456314934,1,0,12,45.5554787335668,51.8885828372427,51.1120983189308,"low",1,1,NA,"Laccotriton",TRUE,3
"172","Laidleria gracilis","Temnospondyli",NA,NA,NA,0,0,1,0,NA,NA,-52.1938378177109,-52.1158509882625,"low",1,1,NA,"Laidleria",FALSE,NA
"173","Latiscopus disjunctus","Temnospondyli",NA,NA,NA,0,0,1,0,NA,NA,5.8275700044266,5.67774094272471,"low",1,1,"Almasauridae","Latiscopus",FALSE,NA
"174","Latonia seyfriedi","Salientia",1,50,1,0,38.4117953027645,1,0,30,79.9960193942254,47.5254429626807,47.9525414683453,"low",1,1,"Discoglossidae","Latonia",TRUE,1
"175","Lechriodus casca","Salientia",NA,NA,NA,0.28025583492527,0,1,0,NA,NA,-43.490039381915,-43.8787884672817,"low",1,1,"Leptodactylidae","Lechriodus",FALSE,NA
"176","Lechriodus intergerivus","Salientia",NA,NA,NA,0,0,1,0,NA,NA,-23.3707746486621,-23.9599151239241,"low",1,1,"Leptodactylidae","Lechriodus",FALSE,NA
"177","Lehahichnus coquinaris",NA,NA,NA,NA,0,115.271611783481,1,0,NA,NA,-43.8992579045568,-43.4198119269547,"low",1,1,NA,"Lehahichnus",FALSE,NA
"178","Leiocephalikon problematicum","Lepospondyli",1,1,1,0,96.9771849725075,1,0,20,66.2902482520848,-16.6158649685683,-15.3515420501942,"low",1,1,"Gymnarthridae","Leiocephalikon",TRUE,1
"179","Leiopelma acricarina","Salientia",1,2,1,0.418828494198771,0,1,0,28.4441610065307,79.9960293151904,-45.8594759427158,-45.5751383662371,"low",1,1,"Leiopelmatidae","Leiopelma",TRUE,1
"180","Leiopelma miocaenale","Salientia",1,1,1,0.582205508613719,0,2,0,28.4441610065307,79.9996907097567,-45.7550694811303,-46.8906444161345,"low",1,1,"Leiopelmatidae","Leiopelma",TRUE,1
"181","Lethiscus stocki","Lepospondyli",NA,NA,NA,0,90.601107039022,1,0,28,277.995923654921,-28.7132255829009,-27.6315469591016,"low",1,1,"Lethiscidae","Lethiscus",FALSE,NA
"182","Liaobatrachus beipiaoensis","Salientia",NA,NA,NA,0.867709451616375,79.5687507910186,1,0,NA,NA,40.823222377095,41.097365995003,"low",1,0.631578947368421,NA,"Liaobatrachus",FALSE,NA
"183","Liaobatrachus macilentus","Salientia",1,1,1,1.07514360122332,75.7462376377614,1,7,40.8884814468879,114.99912488108,40.1509573643741,41.0965133638669,"low",1,0.625,NA,"Liaobatrachus",TRUE,1
"184","Liaobatrachus zhaoi","Salientia",NA,NA,NA,0,24.2003698742764,1,0,NA,NA,41.1116228779788,41.8594539003457,"low",1,1,NA,"Liaobatrachus",FALSE,NA
"185","Liaoxitriton zhongjiani","Urodela",40,40,40,0,0,1,0,90,247.814190297066,40.5913385796975,39.2348702444378,"low",1,1,NA,"Liaoxitriton",TRUE,2
"186","Llankibatrachus truebae","Salientia",NA,NA,NA,1.56799266087184,0,1,0,NA,NA,-40.4569173301383,-41.4848630320389,"low",1,1,"Pipidae","Llankibatrachus",FALSE,NA
"187","Llistrofus pricei","Lepospondyli",1,1,1,0.942377018828108,82.9153248361353,1,1,22,71.4890156925525,1.3974666159099,1.5526126652455,"low",1,1,"Hapsidopareiontidae","Llistrofus",TRUE,1
"188","Lydekkerina panchetensis","Temnospondyli",1,1,1,0,103.916212344634,1,1,70.6,197.508472495194,-48.1890328300059,-48.1918722290419,"low",1,1,"Lydekkerinidae","Lydekkerina",TRUE,1
"189","Lyrocephaliscus euri","Temnospondyli",1,2,1,0.61025484283465,128.185626646863,3,1,108,294.478877005279,55.1396586414083,55.4154315233258,"low",1,1,"Lyrocephaliscidae","Lyrocephaliscus",TRUE,1
