"","species","order","mni_max","spec_max","mni_pred_max","lat_range","gcd","grid_cells","ma_range","asl_pred","svl","mean_lat","min_lat","hab.cat.b","habitat_width","hab_w_boot","family","genus","complete_case","abu_cat"
"31","Aygroua anoualensis","Salientia",2,24,2,1.2492229462078,0,2,0,NA,NA,16.1833428534544,16.5734173826739,"low",1,1,NA,"Aygroua",FALSE,NA
"32","Bakonybatrachus fedori","Salientia",1,4,1,0,0,1,0,10.666560377449,29.9941194943432,31.2994982836205,31.990716130789,"low",1,1,"Discoglossidae","Bakonybatrachus",TRUE,1
"33","Balanerpeton woodi","Temnospondyli",27,27,27,0.311626015278835,34.0484265792398,1,1,48,150.003661056627,-27.4613742860334,-28.6632829414981,"low",1,1,NA,"Balanerpeton",TRUE,2
"34","Banksiops townrowi","Temnospondyli",8,46,8,1.29237923517704,49.3685324589063,1,1,82,227.07304825971,-82.4481783885936,-82.4622788157553,"highlow",2,2,"Brachyopidae","Banksiops",TRUE,1
"35","Baphetes orientalis",NA,NA,NA,NA,0.355893177494983,22.779564500672,1,0,276,730.102503202017,-1.07398935648274,-1.0467294585764,"low",1,1,NA,NA,FALSE,NA
"36","Bathignathus poikilops","Temnospondyli",1,1,1,0,57.6733133862445,1,1,212,564.154775588294,-50.0845713125978,-49.7815423337248,"low",1,1,"Brachyopidae","Bathignathus",TRUE,1
"37","Batrachopodiscus curvus",NA,NA,NA,NA,0,0,1,0,NA,NA,-51.4231774055646,-52.9194008222097,"low",1,1,NA,"Batrachopodiscus",FALSE,NA
"38","Batrachopodiscus quthingensis",NA,NA,NA,NA,0,50.7966594295505,1,0,NA,NA,-44.5196837610769,-44.0979835917446,"low",1,1,NA,"Batrachopodiscus",FALSE,NA
"39","Batrachopodiscus tsanatalani",NA,NA,NA,NA,0,121.907501446268,2,0,NA,NA,-51.084465994338,-52.6521908946582,"low",1,1,NA,"Batrachopodiscus",FALSE,NA
"40","Batrachosuchus concordi","Temnospondyli",1,1,1,0.695607253880874,0,1,1,NA,NA,-40.2029589678697,-40.4964481679327,"low",1,1,"Brachyopidae","Batrachosuchus",FALSE,NA
"41","Batrachosuchus henwoodi","Temnospondyli",1,1,1,0,86.5462912010838,2,0,126,341.153798857067,-49.8306522739323,-50.0839353513175,"low",1,1,"Brachyopidae","Batrachosuchus",TRUE,1
"42","Batropetes fritschia","Lepospondyli",1,1,1,0,24.6295359522135,1,0,13.1783159888774,48.6019692076558,5.35597660305965,5.0578962551156,"low",1,1,"Brachystelechidae","Batropetes",TRUE,1
"43","Beelzebufo ampinga","Salientia",1,19,1,0.835949108533544,220.183663475398,1,0,82.488066918939,231.99629525742,-36.9784726963899,-36.5908422202404,"highlow",3,3,NA,"Beelzebufo",TRUE,1
"44","Benthosuchus korobkovi","Temnospondyli",NA,NA,NA,0,0,1,1,NA,NA,40.9382573440518,40.8545274827477,"low",1,1,NA,"Benthosuchus",FALSE,NA
"45","Benthosuchus sushkini","Temnospondyli",1,1,1,0,0,1,0,700,1829.53839895235,39.0668412858374,38.8919341202579,"high",1,1,NA,"Benthosuchus",TRUE,1
"46","Benthosuchus uralensis","Temnospondyli",1,1,1,0.861948297030709,0,1,0,700,1829.5401913355,38.5982287034327,39.1753144638548,"high",1,1,NA,"Benthosuchus",TRUE,1
"47","Bishara backa","Urodela",1,1,1,0.474601282999399,95.6128235364324,1,0,NA,NA,35.3337383677456,36.1717207974028,"low",1,1,NA,"Bishara",FALSE,NA
"48","Bolterpeton carrolli","Lepospondyli",2,2,2,0.520936624473571,0,1,0,NA,NA,0.465097625876032,1.61337686390262,"low",1,1,"Gymnarthridae","Bolterpeton",FALSE,NA
"49","Boreosaurus thorslundi","Temnospondyli",1,1,1,0,63.9736708349647,2,1,NA,NA,55.7281630012175,55.2601804356097,"low",1,1,"Stereospondyli","Boreosaurus",FALSE,NA
"50","Bothriceps australis","Temnospondyli",15,15,15,0,0,1,1,85,234.839190424379,-85.3718000694427,-86.9249025059182,"low",1,1,"Brachyopidae","Bothriceps",TRUE,1
"51","Branchierpeton amblystomum","Temnospondyli",NA,NA,NA,0.862891598861245,0,1,0,NA,NA,8.19361083151534,8.6232444051443,"low",1,1,"Micromelerpetontidae","Branchierpeton",FALSE,NA
"52","Branchiosaurus umbrosus","Temnospondyli",NA,NA,NA,0,0,1,0,12.7,47.3663633123097,9.00156019542264,10.2303106142943,"low",1,1,"Branchiosauridae","Branchiosaurus",FALSE,NA
"53","Broiliellus novomexicanus","Temnospondyli",NA,NA,NA,0,0,1,0,89,245.213858584459,5.04738529608401,4.25797592312845,"high",1,1,"Dissorophidae","Broiliellus",FALSE,NA
"54","Broiliellus peltatus","Temnospondyli",NA,NA,NA,0.834107432967263,63.0447743497967,1,0,89,245.207243810887,0.903294698950997,0.609784648903808,"low",1,1,"Dissorophidae","Broiliellus",FALSE,NA
"55","Bufo kuhrei","Salientia",NA,NA,NA,0,101.28274790751,1,0,NA,NA,46.2489603313517,45.0606591573816,"high",1,1,"Bufonidae","Bufo",FALSE,NA
"56","Bufo linquensis","Salientia",NA,NA,NA,0,91.179064089348,1,0,NA,NA,34.9022623779868,35.0492132315097,"high",1,1,"Bufonidae","Bufo",FALSE,NA
"57","Cacops aspidephorus","Temnospondyli",1,21,2,1.23802435838969,0,1,1,124,335.961974272762,0.90684258994621,0.00147258034881903,"low",1,1,"Dissorophidae","Cacops",TRUE,1
"58","Cacops morrisi","Temnospondyli",2,2,2,0,0,1,0,122,330.780138331053,0.498577160431258,0.668972152421437,"low",1,1,"Dissorophidae","Cacops",TRUE,1
"59","Calamops paludosus","Temnospondyli",1,1,1,0.348930197502433,0,1,0,900,2348.12894563629,14.0897788591944,13.7903261166327,"low",1,1,"Capitosauroidea","Calamops",TRUE,1
"60","Callistomordax kugleri","Temnospondyli",9,11,9,0,144.343388461573,1,0,155,416.353669351972,29.6147699899725,28.2250061988959,"low",1,1,NA,"Callistomordax",TRUE,1
"61","Calmasuchus acri","Temnospondyli",1,3,1,1.10164609536896,0,1,0,323,851.986645641358,19.0894238875381,18.3066777159594,"low",1,1,NA,"Calmasuchus",TRUE,1
"62","Capitosaurus arenaceus","Temnospondyli",1,1,1,0,26.6860909233701,1,0,NA,NA,30.2559075841003,29.8668039093048,"low",1,1,"Mastodonsauridae","Capitosaurus",FALSE,NA
"63","Capitosaurus polaris","Temnospondyli",1,1,1,0,0,1,0,NA,NA,57.6163604138632,55.65452378711,"low",1,1,"Mastodonsauridae","Capitosaurus",FALSE,NA
"64","Cardiocephalus peabodyi","Lepospondyli",3,25,3,0,17.2272296805469,1,0,19,105.996103924983,0.628250409053825,0.548196194829605,"low",1,1,"Gymnarthridae","Cardiocephalus",TRUE,1
"65","Cardiocephalus sternbergi","Lepospondyli",2,2,2,0,52.3274759771622,1,0,16,55.9291823212731,1.50932523353724,1.02251405766818,"low",1,1,"Gymnarthridae","Cardiocephalus",TRUE,1
"66","Celtedens ibericus","Allocaudata",1,1,1,1.17457243709826,58.4173533416758,1,0,9.71900804179711,39.6319889143616,28.7236824869457,27.0681076911557,"low",1,1,"Albanerpetontidae","Celtedens",TRUE,1
"67","Celtedens megacephalus","Allocaudata",32,45,32,0,57.8809611628982,2,32,9.3,38.5518978319186,31.503150814423,30.7476378671316,"low",1,1,"Albanerpetontidae","Celtedens",TRUE,2
"68","Chelomophrynus bayi","Salientia",NA,NA,NA,0,82.4454463792176,1,0,NA,NA,50.1801632113076,51.2603858440436,"low",1,1,"Rhinophrynidae","Chelomophrynus",FALSE,NA
"69","Chenoprosopus milleri","Temnospondyli",1,1,1,0,60.7519990001769,1,0,291.5,770.293596035476,6.64102071348725,5.67964301455913,"low",1,1,"Cochleosauridae","Chenoprosopus",TRUE,1
"70","Chomatobatrachus halei","Temnospondyli",7,10,7,0,0,2,0,112,304.847215159595,-82.1128289968819,-83.47251087332,"highlow",2,2,"Lydekkerinidae","Chomatobatrachus",TRUE,1
"71","Chunerpeton tianyiensis","Urodela",1,1,1,1.7370802059337,529.79846017698,2,6,26,81.8509326523635,48.3181150127388,45.8525570182804,"low",1,0.410764872521246,"Cryptobranchidae","Chunerpeton",TRUE,1
"72","Cochleosaurus florensis","Temnospondyli",NA,NA,NA,0,8.70568559723318,1,0,124,335.967061274341,-9.15141752677441,-9.13063459972323,"low",1,1,"Cochleosauridae","Cochleosaurus",FALSE,NA
"73","Conjunctio multidens","Temnospondyli",NA,NA,NA,0,0,1,9,113,307.45477620643,3.73572197067276,4.42989149793876,"low",1,0.567567567567568,"Dissorophidae","Conjunctio",FALSE,NA
"74","Cosgriffius campi","Temnospondyli",1,1,1,0,0,1,0,411,1080.15906352579,19.6402899566911,19.273479771322,"low",1,1,"Trematosauridae","Cosgriffius",TRUE,1
"75","Cratia gracilis","Salientia",NA,NA,NA,1.02351326931436,29.4321487625824,1,1,NA,NA,-5.63525026578336,-4.80519033556684,"low",1,1,NA,"Cratia",FALSE,NA
"76","Crossotelos annulatus","Lepospondyli",2,2,2,0.176789045654546,25.3905943284248,1,4,37,110.3826824846,0.0910429575528023,0.228919703997621,"highlow",2,1.18506493506494,"Urocordylidae","Crossotelos",TRUE,1
"77","Cryobatrachus kitchingi","Temnospondyli",1,3,1,0.101741335252617,128.159275616215,1,0,NA,NA,-71.3067565125844,-73.0328763983526,"low",2,2,NA,"Cryobatrachus",FALSE,NA
"78","Ctenerpeton primum","Lepospondyli",NA,NA,NA,0,36.6860556152994,1,0,NA,NA,-14.3033658599769,-12.8799176489291,"low",1,1,"Urocordylidae","Ctenerpeton",FALSE,NA
"79","Cyclotosaurus ebrachensis","Temnospondyli",1,1,1,0,0,2,1,345,909.01771577142,29.2971425811856,30.5923056007459,"high",1,1,"Capitosauroidea","Cyclotosaurus",TRUE,1
"80","Cyclotosaurus intermedius","Temnospondyli",1,5,1,0.0589651445712571,57.1273079476023,1,0,560,1466.52651688151,33.5498983412809,34.0145940137855,"low",1,1,"Capitosauroidea","Cyclotosaurus",TRUE,1
"81","Cyclotosaurus leptognathus","Temnospondyli",2,4,2,0.229405136763114,0,1,0,345,909.014585389014,29.8811328236523,29.892605437203,"high",1,1,"Capitosauroidea","Cyclotosaurus",TRUE,1
"82","Cyclotosaurus pachygnathus","Temnospondyli",1,4,1,0.538589231036788,11.9781338585314,1,0,345,909.018514686379,28.7088117036372,28.9304030344982,"high",2,1.16595744680851,"Capitosauroidea","Cyclotosaurus",TRUE,1
"83","Cyclotosaurus posthumus","Temnospondyli",NA,NA,NA,0,0,1,0,NA,NA,44.1616594882285,44.1181937467842,"low",1,1,"Capitosauroidea","Cyclotosaurus",FALSE,NA
"84","Cyclotosaurus robustus","Temnospondyli",22,22,22,0.728188981204122,54.9617877937944,2,1,391,1028.30674056057,28.4976637805567,29.0065126380611,"low",1,1,"Capitosauroidea","Cyclotosaurus",TRUE,2
"85","Cyclotosaurus spitzbergensis","Temnospondyli",1,1,1,0,0,1,0,345,909.019914161361,56.2946390177684,55.0834496718461,"low",1,1,"Capitosauroidea","Cyclotosaurus",TRUE,1
"86","Cymatorhiza kittsi","Lepospondyli",1,1,1,1.14551964780505,18.6561605938458,1,0,NA,NA,8.49435124351826,7.33142523831871,"high",1,1,"Gymnarthridae","Cymatorhiza",FALSE,NA
"87","Czatkobatrachus polonicus","Salientia",9,76,9,1.2077046490982,61.7286372732011,1,0,17.7776006290817,50.0079639942478,29.7716640167581,30.0814466116661,"low",1,1,NA,"Czatkobatrachus",TRUE,1
"88","Dasyceps bucklandi","Temnospondyli",1,1,1,0,0,1,0,240,636.768592690512,6.2629330187253,6.1893144777193,"high",1,1,"Zatracheidae","Dasyceps",TRUE,1
"89","Deltacephalus whitei","Temnospondyli",1,1,1,1.25820237092498,2.27688968017304,1,0,51.8,148.758014536216,-34.0115393989971,-33.4661199923856,"low",1,1,"Lydekkerinidae","Deltacephalus",TRUE,1
"90","Deltasaurus kimberleyensis","Temnospondyli",1,6,1,1.08816526166674,133.790217613798,2,3,128,346.345262705377,-67.571198819988,-83.247452485355,"highlow",2,2,"Rhytidosteidae","Deltasaurus",TRUE,1
"91","Deltasaurus pustulatus","Temnospondyli",1,1,1,0,0,1,1,128,346.349890686148,-51.2849951314741,-53.1366269703024,"low",1,1,"Rhytidosteidae","Deltasaurus",TRUE,1
"92","Dendrerpeton acadianum","Temnospondyli",1,1,1,0.605009041882271,0,1,1,105,286.698141181945,-16.8771264340619,-16.8325822424965,"low",1,1,NA,"Dendrerpeton",TRUE,1
"93","Derwentia warreni","Temnospondyli",1,1,1,0,0,1,0,88.4,243.652684618175,-82.9347699190545,-82.5655000004717,"high",1,1,"Derwentiidae","Derwentia",TRUE,1
"94","Dicamptodon antiquus","Urodela",1,1,1,0,0,1,0,21,68.8847018239098,64.209409775175,63.9436718807181,"low",1,1,"Dicamptodontidae","Dicamptodon",TRUE,1
"95","Diceratosaurus laevis","Lepospondyli",1,1,1,0.795640429387122,0,1,0,37,110.390619505502,-9.2619022861791,-9.97311876152802,"low",1,1,"Nectridea","Diceratosaurus",TRUE,1
"96","Diceratosaurus robustus","Lepospondyli",1,1,1,0.00247788927288894,0,1,0,67,188.170412122011,-10.1830715294664,-10.4414875386019,"low",1,1,"Nectridea","Diceratosaurus",TRUE,1
"97","Diplocaulus brevirostris","Lepospondyli",4,4,4,0,73.4198342754182,1,0,136,367.087704137674,-0.511016635919248,0.415566634071222,"low",1,1,"Keraterpetontidae","Diplocaulus",TRUE,1
"98","Diplocaulus copei","Lepospondyli",1,8,1,0.560452071278071,0,1,0,NA,NA,0.464518546107263,0.43699890233487,"low",1,1,"Keraterpetontidae","Diplocaulus",FALSE,NA
"99","Diplocaulus magnicornis","Lepospondyli",3,23,3,1.05650942281902,0,1,9,115,312.640673930187,0.964140461822191,-0.101894944421998,"low",1,1,"Keraterpetontidae","Diplocaulus",TRUE,1
"100","Diplocaulus minimus","Lepospondyli",3,3,3,0.535666818593787,0,1,0,NA,NA,13.1329838224667,13.9252137887272,"low",1,1,"Keraterpetontidae","Diplocaulus",FALSE,NA
"101","Diplocaulus recurvatus","Lepospondyli",1,9,1,0,6.27675875586459,1,0,127,343.748591485793,0.205518426216724,1.19323961048532,"high",1,1,"Keraterpetontidae","Diplocaulus",TRUE,1
"102","Dissorophus multicinctus","Temnospondyli",1,3,1,0.559722065753028,0,1,0,131,354.118314838912,1.02478480371299,0.0179977084940955,"low",1,1,"Dissorophidae","Dissorophus",TRUE,1
"103","Doleserpeton annectens","Temnospondyli",NA,NA,NA,0.925433825377519,84.6917008426696,1,0,18.5,54.9962915625749,1.60466344249081,-0.00435729637164639,"low",1,1,"Amphibamidae","Doleserpeton",FALSE,NA
"104","Doragnathus woodi","Temnospondyli",NA,NA,NA,0.320587338081465,0,1,0,NA,NA,-5.37014660230807,-6.37081987309238,"low",1,1,"Trimerorhachidae","Doragnathus",FALSE,NA
"105","Dvinosaurus egregius","Temnospondyli",NA,NA,NA,0,127.040749446295,2,0,265,701.582864425259,36.5048673283822,35.4633491095669,"low",1,1,"Dvinosauria","Dvinosaurus",FALSE,NA
"106","Dvinosaurus primus","Temnospondyli",NA,NA,NA,0,49.0466886464511,1,17,198,527.856813882467,32.2600197902353,27.407895585456,"low",1,1,"Dvinosauria","Dvinosaurus",FALSE,NA
"107","Dvinosaurus secundus","Temnospondyli",NA,NA,NA,0.256262963840048,5.47252744036223,1,0,NA,NA,26.3931129737097,26.8139661163363,"low",1,1,"Dvinosauria","Dvinosaurus",FALSE,NA
"108","Elfridia bulbidens","Lepospondyli",NA,NA,NA,0,0,1,0,NA,NA,-9.58862913729644,-10.0446722954886,"low",1,1,"Gymnarthridae","Elfridia",FALSE,NA
"109","Elkobatrachus brocki","Salientia",5,8,5,0.387013338121425,83.8111734183924,1,0,10.666560377449,30.0087608984113,48.8330294638346,48.7995013137753,"low",1,1,"Pelobatidae","Elkobatrachus",TRUE,1
"110","Eocyclotosaurus wellesi","Temnospondyli",1,7,1,2.21408712970744,327.245086739034,4,0,510,1336.87687893134,18.0043486979457,17.3310146514881,"highlow",2,0.675609756097561,"Capitosauroidea","Eocyclotosaurus",TRUE,1
"111","Eodiscoglossus oxoniensis","Salientia",28,160,28,0.910257021848962,0,1,0,28.4441610065307,80.008402685239,36.2356219233199,35.2995691091938,"low",1,1,"Discoglossidae","Eodiscoglossus",TRUE,2
"112","Eodiscoglossus santonjae","Salientia",1,5,1,0,51.7350089732207,1,0,11,54.9979868069896,28.0461652002914,27.5199278163409,"low",1,1,"Discoglossidae","Eodiscoglossus",TRUE,1
"113","Eolydekkerina magna","Temnospondyli",1,1,1,0.688041493034639,40.8392223894726,1,0,139,374.867551465572,-50.264797939289,-50.914388968445,"low",1,1,"Lydekkerinidae","Eolydekkerina",TRUE,1
"114","Eopelobates anthracinus","Salientia",NA,NA,NA,0.838361476644818,40.5542319017751,2,0,NA,NA,46.5944094492975,45.4218710001712,"low",1,1,"Pelobatidae","Eopelobates",FALSE,NA
"115","Eopelobates bayeri","Salientia",NA,NA,NA,0,119.249765497954,1,22,11.9109924214847,33.5042232417502,43.9467996646374,43.8351347095988,"low",1,1,"Pelobatidae","Eopelobates",FALSE,NA
"116","Eopelobates grandis","Salientia",1,1,1,0.758726817862259,99.1402580262978,1,0,39.1107213839797,110.005733302748,49.2477093716611,48.6962891887401,"high",1,1,"Pelobatidae","Eopelobates",TRUE,1
"117","Eopelobates hinschei","Salientia",NA,NA,NA,0,84.0205056398271,2,1,NA,NA,42.9162872499933,42.6566750678381,"low",1,1,"Pelobatidae","Eopelobates",FALSE,NA
"118","Eorhinophrynus septentrionalis","Salientia",1,1,1,0.489990712832538,11.0949684079083,1,0,NA,NA,50.2766083409622,51.6604749039359,"low",1,1,"Rhinophrynidae","Eorhinophrynus",FALSE,NA
"119","Eoscapherpeton asiaticum","Urodela",1,1,1,0.321861387911967,80.8647727987335,1,0,NA,NA,36.0786309515787,35.303631802435,"high",1,1,"Cryptobranchidae","Eoscapherpeton",FALSE,NA
"120","Eoxenopoides reuningi","Salientia",NA,NA,NA,0.539774529963585,0,2,0,NA,NA,-45.7780884261364,-44.8951508499803,"low",1,1,NA,"Eoxenopoides",FALSE,NA
"121","Eryops megacephalus","Temnospondyli",5,9,5,0,432.620989234392,4,6,367,960.004565857039,1.19186117385744,0.920841818485191,"highlow",2,0.956185567010309,"Eryopidae","Eryops",TRUE,1
"122","Eryosuchus antiquus","Temnospondyli",1,1,1,0,0,1,0,262,693.813341390549,40.8597921380855,41.3758201250888,"high",1,1,"Capitosauridae","Eryosuchus",TRUE,1
"123","Eryosuchus tverdochlebovi","Temnospondyli",10,10,10,0.822632308275529,0,1,0,262,693.805641286394,41.3610184956381,41.6571097723892,"highlow",2,1.22073578595318,"Capitosauroidea","Eryosuchus",TRUE,1
"124","Estesina elegans","Salientia",1,2,1,0.784788839023149,117.789227597921,1,5,NA,NA,35.3199943063283,36.6439829607224,"highlow",2,1.16438356164384,"Discoglossidae","Estesina",FALSE,NA
"125","Eurycephalella alcinae","Salientia",1,1,1,0.524973481612323,37.0605732322699,1,1,13.5109764781021,38.0083411823958,-4.764873761757,-6.44105750143408,"low",1,1,NA,"Eurycephalella",TRUE,1
"126","Euryodus primus","Lepospondyli",5,5,5,0,125.758688443671,1,0,32,97.4125192950559,0.461540995781473,0.399911711608222,"low",1,1,NA,"Euryodus",TRUE,1
"127","Fayella chickashaensis","Temnospondyli",2,2,2,0.91986382543014,38.2862468018927,1,1,NA,NA,8.03716028934457,7.41978111989908,"low",1,1,NA,"Fayella",FALSE,NA
"128","Ferganobatrachus riabinini","Temnospondyli",2,3,2,0,75.4183941822105,1,3,NA,NA,40.1598744417668,40.9183919113675,"low",2,1.30653266331658,NA,"Ferganobatrachus",FALSE,NA
"129","Galverpeton ibericum","Urodela",1,1,1,0.890455155077121,119.276594852411,1,0,NA,NA,26.6931882508716,26.2730993953219,"low",1,1,NA,"Galverpeton",FALSE,NA
"130","Georgenthalia clavinasica","Temnospondyli",1,1,1,0.151768840832358,92.0400011379276,1,0,28.3,87.826070475072,7.50680474972099,6.67387248750522,"low",1,1,"Amphibamidae","Georgenthalia",TRUE,1
"131","Gerrothorax new species","Temnospondyli",NA,NA,NA,0.91382167875493,71.6228439722206,2,0,133,359.298883293079,29.6731169268798,28.5524641297135,"low",1,1,"Plagiosauridae","Gerrothorax",FALSE,NA
"132","Gobiates asiaticus","Salientia",1,1,1,0,0,1,0,NA,NA,35.9996764006754,34.9503157323887,"high",1,1,"Gobiatidae","Gobiates",FALSE,NA
"133","Gobiates kizylkumensis","Salientia",1,1,1,1.16456404317606,0,1,3,NA,NA,35.1101470097401,35.4607877529887,"highlow",2,1.15163934426229,"Gobiatidae","Gobiates",FALSE,NA
"134","Gobiates tatarinovi","Salientia",1,1,1,0,117.35318216667,1,1,NA,NA,36.1113515974683,35.5003305704994,"high",1,1,"Gobiatidae","Gobiates",FALSE,NA
"135","Gobiatoides parvus","Salientia",1,1,1,0.639174010643398,90.2326451687254,1,0,NA,NA,35.3185371955586,35.5051689007049,"high",1,1,"Gobiatidae","Gobiatoides",FALSE,NA
"136","Gobiops desertus","Temnospondyli",1,8,1,0,0,2,55,300,792.33137648064,42.8135841969854,38.498999601053,"low",1,0.593607305936073,"Brachyopidae","Gobiops",TRUE,1
"137","Gonioglyptus huxleyi","Temnospondyli",1,1,1,0,78.4939598467566,1,1,NA,NA,-48.7139101124758,-48.1215788953395,"low",1,1,"Trematosauridae","Gonioglyptus",FALSE,NA
"138","Goniorhynchus stovalli","Lepospondyli",11,11,11,0,40.1367213829521,1,0,13.8,50.2183950486591,1.55803413158433,0.857673869283509,"low",1,1,"Gymnarthridae","Goniorhynchus",TRUE,1
"139","Gracilibatrachus avallei","Salientia",NA,NA,NA,0,18.2037037854565,1,0,NA,NA,27.3395245923008,27.9656583098973,"low",1,1,NA,"Gracilibatrachus",FALSE,NA
"140","Habrosaurus dilatus","Urodela",9,73,9,10.2823164902724,1123.15339277646,8,13,329.457899721936,868.722323603013,54.0450533171745,46.877685803556,"highlow",3,2.686,"Sirenidae","Habrosaurus",TRUE,1
"141","Hapsidopareion lepton","Lepospondyli",8,9,8,0,0,1,0,10,40.3792930424807,1.36964520718349,-0.145842418545807,"low",1,1,"Hapsidopareiontidae","Hapsidopareion",TRUE,1
"142","Hatzegobatrachus grigorescui","Salientia",NA,NA,NA,0,41.7305492479034,1,0,NA,NA,25.9883607299528,25.456254268018,"low",1,1,NA,"Hatzegobatrachus",FALSE,NA
"143","Hemiprichisaurus keuperinus",NA,NA,NA,NA,0,0,1,0,NA,NA,37.6202139447939,38.3724978215557,"low",1,1,NA,"Hemiprichisaurus",FALSE,NA
"144","Hensonbatrachus kermiti","Salientia",NA,NA,NA,1.21804777298979,197.538217793117,2,4,NA,NA,60.2194060013427,59.1207088345435,"highlow",2,1.02360515021459,NA,"Hensonbatrachus",FALSE,NA
"145","Horezmia gracile","Urodela",1,NA,1,0,69.7580757215254,1,6,NA,NA,35.8025958277688,33.4402888800949,"high",1,0.438127090301003,"Scapherpetontidae","Horezmia",FALSE,NA
"146","Hungarobatrachus szukacsi","Salientia",5,12,5,0.783950963351686,0,1,1,21.333120754898,59.9900785765424,32.0363959035273,30.8651545651625,"low",1,1,NA,"Hungarobatrachus",TRUE,1
"147","Hylerpeton dawsoni","Lepospondyli",1,1,1,0.807542936093275,0,1,0,NA,NA,-16.0175160799997,-16.5076686480904,"low",1,1,"Hylonomidae","Hylerpeton",FALSE,NA
"148","Ichthyerpeton squamosum",NA,NA,NA,NA,1.20122235403495,0,1,0,NA,NA,-10.5651611606327,-9.34849599466819,"low",1,1,"Colosteidae","Ichthyerpeton",FALSE,NA
"149","Indobatrachus pusillus","Salientia",NA,NA,NA,0,0,1,0,NA,NA,-1.81178761356116,-2.73221636040673,"low",1,1,"Bufonidae","Indobatrachus",FALSE,NA
"150","Indobrachyops panchetensis","Temnospondyli",1,1,1,0,0,1,1,NA,NA,-49.5349244458161,-49.4670974281279,"low",1,1,NA,"Indobrachyops",FALSE,NA
"151","Indolyrocephalus panchetensis","Temnospondyli",1,3,1,0,0,1,0,NA,NA,-49.1002168811655,-48.2751361833725,"low",1,1,"Trematosauria","Indolyrocephalus",FALSE,NA
"152","Intasuchus silvicola","Temnospondyli",NA,NA,NA,0.65939253415648,22.1365888265614,1,0,174,465.621189885232,34.4775049866052,34.39549257307,"low",1,1,"Intasuchidae","Intasuchus",FALSE,NA
"153","Iridotriton hechti","Urodela",1,1,1,1.0504676448897,48.4761621985471,1,1,16.4728949860968,57.1542236383608,27.8120779671884,28.5669346518992,"low",1,1,NA,"Iridotriton",TRUE,1
"154","Isodectes obtusus","Temnospondyli",1,1,1,0,68.6401265863542,2,33,70,195.951093497406,-6.26597087328437,-10.1375218578351,"low",1,1,"Saurerpetontidae","Isodectes",TRUE,1
"155","Isodectes punctulatus","Temnospondyli",2,2,2,0,0,1,1,32,97.4095540727987,-9.23836997381571,-10.8085367334743,"low",1,1,"Saurerpetontidae","Isodectes",TRUE,1
"156","Jammerbergia formops","Temnospondyli",1,1,1,0,0,1,0,596,1559.85864874711,-51.131600728563,-50.2391397248274,"low",1,1,"Mastodonsauridae","Jammerbergia",TRUE,1
"157","Kababisha humarensis","Urodela",2,2,2,1.21283639473287,0,1,0,100,273.744919158473,0.531795829014479,0.305695176535843,"high",1,1,"Sirenidae","Kababisha",TRUE,1
"158","Kababisha sudanensis","Urodela",5,6,5,0,0,1,0,100,273.740685273564,0.172774161157756,0.168199999203531,"high",1,1,"Sirenidae","Kababisha",TRUE,1
"159","Karaurus sharovi","Urodela",NA,NA,NA,0,0,1,0,NA,NA,40.4376863501086,41.221643557684,"low",1,1,"Karauridae","Karaurus",FALSE,NA
"160","Kestrosaurus dreyeri","Temnospondyli",1,1,1,0.602784356809516,368.552000530835,3,0,530,1388.72391878559,-51.0873363039603,-49.9301519028771,"low",1,1,"Capitosauridae","Kestrosaurus",TRUE,1
"161","Kestrosaurus kitchingi","Temnospondyli",2,8,2,0,0,1,0,635,1660.9910001054,-50.7322940565151,-50.8966354052041,"low",1,1,"Capitosauridae","Kestrosaurus",TRUE,1
"162","Kiyatriton leshchinskiyi","Urodela",3,6,3,0.671829366290658,94.9240878520507,2,10,NA,NA,50.4671955003451,48.4580694820522,"low",1,1,NA,"Kiyatriton",FALSE,NA
"163","Kizylkuma antiqua","Salientia",3,6,3,0.996576830382721,38.0073056754334,1,3,NA,NA,35.3168878774826,36.1065161115219,"high",1,0.46875,"Discoglossidae","Kizylkuma",FALSE,NA
"164","Kokartus honorarius","Urodela",6,47,6,0,0,1,0,50,144.084960256377,39.6289020015031,40.6585388866813,"low",1,1,"Karauridae","Kokartus",TRUE,1
"165","Konzhukovia vetusta","Temnospondyli",NA,NA,NA,0,0,1,0,250,662.684265739509,27.874693929006,26.7720422658815,"high",1,1,"Archegosauridae","Konzhukovia",FALSE,NA
"166","Koolasuchus cleelandi","Temnospondyli",2,12,2,0.995886262763915,77.5756849822588,1,0,650,1699.87730989146,-83.8711993674465,-84.2958263502173,"low",1,1,"Chigutisauridae","Koolasuchus",TRUE,1
"167","Koskinonodon perfectus","Temnospondyli",9,35,9,11.0933649393099,3157.05215430938,5,16,560,1466.52560191957,11.6196995407163,6.86198088394386,"highlow",3,2.164,"Metoposauridae","Koskinonodon",TRUE,1
"168","Kryostega collinsoni","Temnospondyli",1,1,1,1.05674869831332,0,1,0,1000,2607.4352042654,-71.8105688919465,-70.17861514866,"high",1,1,"Stereospondyli","Kryostega",TRUE,1
"169","Labyrinthodon lavisi","Temnospondyli",1,1,1,0,0,1,1,600,1570.24223911241,28.1331309890798,27.1801947365007,"low",1,1,"Mastodonsauridae","Labyrinthodon",TRUE,1
